Node,Degree Centrality,Betweenness Centrality,Closeness Centrality
135,5767,0.0,0.584236510765096
136,11562,53714.17594207161,0.7032986355324237
137,5767,0.0,0.584236510765096
138,11562,53714.17594207161,0.7032986355324237
139,5767,0.0,0.584236510765096
140,5767,0.0,0.584236510765096
141,5767,0.0,0.584236510765096
142,5767,0.0,0.584236510765096
143,5767,0.0,0.584236510765096
144,11562,53714.17594207161,0.7032986355324237
145,5767,0.0,0.584236510765096
146,15730,175926.02405472158,0.8240893357507829
147,5767,0.0,0.584236510765096
148,5767,0.0,0.584236510765096
149,5767,0.0,0.584236510765096
150,5767,0.0,0.584236510765096
151,5767,0.0,0.584236510765096
152,5767,0.0,0.584236510765096
153,5767,0.0,0.584236510765096
154,5767,0.0,0.584236510765096
155,5767,0.0,0.584236510765096
156,5767,0.0,0.584236510765096
157,5767,0.0,0.584236510765096
158,5767,0.0,0.584236510765096
159,5767,0.0,0.584236510765096
160,5767,0.0,0.584236510765096
161,5767,0.0,0.584236510765096
162,10150,49135.088742562526,0.6700281425891182
163,5767,0.0,0.584236510765096
164,5767,0.0,0.584236510765096
165,5767,0.0,0.584236510765096
166,5767,0.0,0.584236510765096
167,5767,0.0,0.584236510765096
168,5767,0.0,0.584236510765096
169,5767,0.0,0.584236510765096
170,5767,0.0,0.584236510765096
171,5767,0.0,0.584236510765096
172,5767,0.0,0.584236510765096
173,5767,0.0,0.584236510765096
174,5767,0.0,0.584236510765096
175,11562,53714.17594207161,0.7032986355324237
176,5767,0.0,0.584236510765096
177,5767,0.0,0.584236510765096
178,5767,0.0,0.584236510765096
179,5767,0.0,0.584236510765096
180,10150,49135.088742562526,0.6700281425891182
181,5767,0.0,0.584236510765096
182,5767,0.0,0.584236510765096
183,5767,0.0,0.584236510765096
184,5767,0.0,0.584236510765096
185,5767,0.0,0.584236510765096
186,5767,0.0,0.584236510765096
187,10086,464219.7849398087,0.6685945439957208
188,10150,49135.088742562526,0.6700281425891182
189,5767,0.0,0.584236510765096
190,5767,0.0,0.584236510765096
191,5767,0.0,0.584236510765096
192,5767,0.0,0.584236510765096
193,11562,53714.17594207161,0.7032986355324237
194,5767,0.0,0.584236510765096
195,11562,53714.17594207161,0.7032986355324237
196,5767,0.0,0.584236510765096
197,5767,0.0,0.584236510765096
198,5767,0.0,0.584236510765096
199,5767,0.0,0.584236510765096
200,5767,0.0,0.584236510765096
201,10150,49135.088742562526,0.6700281425891182
202,5767,0.0,0.584236510765096
203,10150,49135.088742562526,0.6700281425891182
204,5767,0.0,0.584236510765096
205,5767,0.0,0.584236510765096
206,5767,0.0,0.584236510765096
207,5767,0.0,0.584236510765096
208,5767,0.0,0.584236510765096
209,11562,53714.17594207161,0.7032986355324237
210,5767,0.0,0.584236510765096
211,5767,0.0,0.584236510765096
212,5767,0.0,0.584236510765096
213,5767,0.0,0.584236510765096
214,5767,0.0,0.584236510765096
215,5767,0.0,0.584236510765096
216,10150,49135.088742562526,0.6700281425891182
217,5767,0.0,0.584236510765096
218,10150,49135.088742562526,0.6700281425891182
219,5767,0.0,0.584236510765096
220,5767,0.0,0.584236510765096
221,10150,49135.088742562526,0.6700281425891182
222,5767,0.0,0.584236510765096
223,5767,0.0,0.584236510765096
224,11562,53714.17594207161,0.7032986355324237
225,5767,0.0,0.584236510765096
226,5767,0.0,0.584236510765096
227,5767,0.0,0.584236510765096
228,5767,0.0,0.584236510765096
229,5767,0.0,0.584236510765096
230,5767,0.0,0.584236510765096
231,5767,0.0,0.584236510765096
232,11562,53714.17594207161,0.7032986355324237
233,5767,0.0,0.584236510765096
234,5767,0.0,0.584236510765096
235,5767,0.0,0.584236510765096
236,5767,0.0,0.584236510765096
237,10150,49135.088742562526,0.6700281425891182
238,5767,0.0,0.584236510765096
239,5767,0.0,0.584236510765096
240,5767,0.0,0.584236510765096
241,5767,0.0,0.584236510765096
242,5767,0.0,0.584236510765096
243,5767,0.0,0.584236510765096
244,5767,0.0,0.584236510765096
245,5767,0.0,0.584236510765096
246,5767,0.0,0.584236510765096
247,5767,0.0,0.584236510765096
248,5767,0.0,0.584236510765096
249,5767,0.0,0.584236510765096
250,5767,0.0,0.584236510765096
251,5767,0.0,0.584236510765096
252,5767,0.0,0.584236510765096
253,10150,49135.088742562526,0.6700281425891182
254,10086,464219.7849398087,0.6685945439957208
255,10086,464219.7849398087,0.6685945439957208
256,5767,0.0,0.584236510765096
257,5767,0.0,0.584236510765096
258,5767,0.0,0.584236510765096
259,5767,0.0,0.584236510765096
260,5767,0.0,0.584236510765096
261,5767,0.0,0.584236510765096
262,5767,0.0,0.584236510765096
263,5767,0.0,0.584236510765096
264,5767,0.0,0.584236510765096
265,5767,0.0,0.584236510765096
266,5767,0.0,0.584236510765096
267,5767,0.0,0.584236510765096
268,5767,0.0,0.584236510765096
269,11562,53714.17594207161,0.7032986355324237
270,5767,0.0,0.584236510765096
271,5767,0.0,0.584236510765096
272,5767,0.0,0.584236510765096
273,5767,0.0,0.584236510765096
274,5767,0.0,0.584236510765096
275,5767,0.0,0.584236510765096
276,5767,0.0,0.584236510765096
277,5767,0.0,0.584236510765096
278,5767,0.0,0.584236510765096
279,5767,0.0,0.584236510765096
280,5767,0.0,0.584236510765096
281,15730,175926.02405472158,0.8240893357507829
282,10150,49135.088742562526,0.6700281425891182
283,5767,0.0,0.584236510765096
284,5767,0.0,0.584236510765096
285,5767,0.0,0.584236510765096
286,10150,49135.088742562526,0.6700281425891182
287,5767,0.0,0.584236510765096
288,5767,0.0,0.584236510765096
289,5767,0.0,0.584236510765096
290,5767,0.0,0.584236510765096
291,5767,0.0,0.584236510765096
292,5767,0.0,0.584236510765096
293,5767,0.0,0.584236510765096
294,5767,0.0,0.584236510765096
295,5767,0.0,0.584236510765096
296,5767,0.0,0.584236510765096
297,5767,0.0,0.584236510765096
298,5767,0.0,0.584236510765096
299,5767,0.0,0.584236510765096
300,5767,0.0,0.584236510765096
301,5767,0.0,0.584236510765096
302,5767,0.0,0.584236510765096
303,11562,53714.17594207161,0.7032986355324237
304,5767,0.0,0.584236510765096
305,10150,49135.088742562526,0.6700281425891182
306,5767,0.0,0.584236510765096
307,5767,0.0,0.584236510765096
308,5767,0.0,0.584236510765096
309,5767,0.0,0.584236510765096
310,5767,0.0,0.584236510765096
311,5767,0.0,0.584236510765096
312,10150,49135.088742562526,0.6700281425891182
313,5767,0.0,0.584236510765096
314,11562,53714.17594207161,0.7032986355324237
315,5767,0.0,0.584236510765096
316,5767,0.0,0.584236510765096
317,5767,0.0,0.584236510765096
318,5767,0.0,0.584236510765096
319,10150,49135.088742562526,0.6700281425891182
320,5767,0.0,0.584236510765096
321,15868,1853797.5370397286,0.8288023207625362
322,5767,0.0,0.584236510765096
323,5767,0.0,0.584236510765096
324,5767,0.0,0.584236510765096
325,5767,0.0,0.584236510765096
326,5767,0.0,0.584236510765096
327,5767,0.0,0.584236510765096
328,5767,0.0,0.584236510765096
329,5767,0.0,0.584236510765096
330,5767,0.0,0.584236510765096
331,5767,0.0,0.584236510765096
332,5767,0.0,0.584236510765096
333,11562,53714.17594207161,0.7032986355324237
334,5767,0.0,0.584236510765096
335,5767,0.0,0.584236510765096
336,5767,0.0,0.584236510765096
337,5767,0.0,0.584236510765096
338,10150,49135.088742562526,0.6700281425891182
339,5767,0.0,0.584236510765096
340,5767,0.0,0.584236510765096
341,5767,0.0,0.584236510765096
342,5767,0.0,0.584236510765096
343,5767,0.0,0.584236510765096
344,5767,0.0,0.584236510765096
345,5767,0.0,0.584236510765096
346,5767,0.0,0.584236510765096
347,10150,49135.088742562526,0.6700281425891182
348,5767,0.0,0.584236510765096
349,5767,0.0,0.584236510765096
350,5767,0.0,0.584236510765096
351,5767,0.0,0.584236510765096
352,5767,0.0,0.584236510765096
353,5767,0.0,0.584236510765096
354,10150,49135.088742562526,0.6700281425891182
355,5767,0.0,0.584236510765096
356,5767,0.0,0.584236510765096
357,5767,0.0,0.584236510765096
358,5767,0.0,0.584236510765096
359,5767,0.0,0.584236510765096
360,10150,49135.088742562526,0.6700281425891182
361,5767,0.0,0.584236510765096
362,10150,49135.088742562526,0.6700281425891182
363,10150,49135.088742562526,0.6700281425891182
364,11562,53714.17594207161,0.7032986355324237
365,5767,0.0,0.584236510765096
366,5767,0.0,0.584236510765096
367,5767,0.0,0.584236510765096
368,5767,0.0,0.584236510765096
369,5767,0.0,0.584236510765096
370,5767,0.0,0.584236510765096
371,5767,0.0,0.584236510765096
372,5767,0.0,0.584236510765096
373,5767,0.0,0.584236510765096
374,5767,0.0,0.584236510765096
375,10150,49135.088742562526,0.6700281425891182
376,5767,0.0,0.584236510765096
377,11562,53714.17594207161,0.7032986355324237
378,5767,0.0,0.584236510765096
379,10150,49135.088742562526,0.6700281425891182
380,5767,0.0,0.584236510765096
381,5767,0.0,0.584236510765096
382,5767,0.0,0.584236510765096
383,5767,0.0,0.584236510765096
384,15730,175926.02405472158,0.8240893357507829
385,15730,175926.02405472158,0.8240893357507829
386,5767,0.0,0.584236510765096
387,5767,0.0,0.584236510765096
388,5767,0.0,0.584236510765096
389,5767,0.0,0.584236510765096
390,5767,0.0,0.584236510765096
391,10086,464219.7849398087,0.6685945439957208
392,5767,0.0,0.584236510765096
393,5767,0.0,0.584236510765096
394,5767,0.0,0.584236510765096
395,5767,0.0,0.584236510765096
396,5767,0.0,0.584236510765096
397,5767,0.0,0.584236510765096
398,5767,0.0,0.584236510765096
399,10150,49135.088742562526,0.6700281425891182
400,10150,49135.088742562526,0.6700281425891182
401,10150,49135.088742562526,0.6700281425891182
402,5767,0.0,0.584236510765096
403,5767,0.0,0.584236510765096
404,5767,0.0,0.584236510765096
405,5767,0.0,0.584236510765096
406,5767,0.0,0.584236510765096
407,15730,175926.02405472158,0.8240893357507829
408,5767,0.0,0.584236510765096
409,5767,0.0,0.584236510765096
410,5767,0.0,0.584236510765096
411,5767,0.0,0.584236510765096
412,5767,0.0,0.584236510765096
413,5767,0.0,0.584236510765096
414,5767,0.0,0.584236510765096
415,5767,0.0,0.584236510765096
416,5767,0.0,0.584236510765096
417,5767,0.0,0.584236510765096
418,5767,0.0,0.584236510765096
419,5767,0.0,0.584236510765096
420,11562,53714.17594207161,0.7032986355324237
421,10150,49135.088742562526,0.6700281425891182
422,5767,0.0,0.584236510765096
423,5767,0.0,0.584236510765096
424,5767,0.0,0.584236510765096
425,5767,0.0,0.584236510765096
426,11562,53714.17594207161,0.7032986355324237
427,11562,53714.17594207161,0.7032986355324237
428,5767,0.0,0.584236510765096
429,5767,0.0,0.584236510765096
430,5767,0.0,0.584236510765096
431,5767,0.0,0.584236510765096
432,5767,0.0,0.584236510765096
433,5767,0.0,0.584236510765096
434,10150,49135.088742562526,0.6700281425891182
435,5767,0.0,0.584236510765096
436,5767,0.0,0.584236510765096
437,5767,0.0,0.584236510765096
438,5767,0.0,0.584236510765096
439,5767,0.0,0.584236510765096
440,5767,0.0,0.584236510765096
441,5767,0.0,0.584236510765096
442,5767,0.0,0.584236510765096
443,5767,0.0,0.584236510765096
444,5767,0.0,0.584236510765096
445,11562,53714.17594207161,0.7032986355324237
446,5767,0.0,0.584236510765096
447,5767,0.0,0.584236510765096
448,15730,175926.02405472158,0.8240893357507829
449,10150,49135.088742562526,0.6700281425891182
450,5767,0.0,0.584236510765096
451,10150,49135.088742562526,0.6700281425891182
452,5767,0.0,0.584236510765096
453,5767,0.0,0.584236510765096
454,5767,0.0,0.584236510765096
455,11562,53714.17594207161,0.7032986355324237
456,5767,0.0,0.584236510765096
457,5767,0.0,0.584236510765096
458,10150,49135.088742562526,0.6700281425891182
459,5767,0.0,0.584236510765096
460,5767,0.0,0.584236510765096
461,5767,0.0,0.584236510765096
462,5767,0.0,0.584236510765096
463,11562,53714.17594207161,0.7032986355324237
464,5767,0.0,0.584236510765096
465,5767,0.0,0.584236510765096
466,5767,0.0,0.584236510765096
467,5767,0.0,0.584236510765096
468,11562,53714.17594207161,0.7032986355324237
469,5767,0.0,0.584236510765096
470,5767,0.0,0.584236510765096
471,5767,0.0,0.584236510765096
472,5767,0.0,0.584236510765096
473,5767,0.0,0.584236510765096
474,5767,0.0,0.584236510765096
475,5767,0.0,0.584236510765096
476,5767,0.0,0.584236510765096
477,5767,0.0,0.584236510765096
478,15730,175926.02405472158,0.8240893357507829
479,10150,49135.088742562526,0.6700281425891182
480,11562,53714.17594207161,0.7032986355324237
481,5767,0.0,0.584236510765096
482,5767,0.0,0.584236510765096
483,5767,0.0,0.584236510765096
484,5767,0.0,0.584236510765096
485,10150,49135.088742562526,0.6700281425891182
486,5767,0.0,0.584236510765096
487,5767,0.0,0.584236510765096
488,5767,0.0,0.584236510765096
489,10086,464219.7849398087,0.6685945439957208
490,5767,0.0,0.584236510765096
491,5767,0.0,0.584236510765096
492,11562,53714.17594207161,0.7032986355324237
493,5767,0.0,0.584236510765096
494,5767,0.0,0.584236510765096
495,5767,0.0,0.584236510765096
496,5767,0.0,0.584236510765096
497,5767,0.0,0.584236510765096
498,5767,0.0,0.584236510765096
499,5767,0.0,0.584236510765096
500,11562,53714.17594207161,0.7032986355324237
501,5767,0.0,0.584236510765096
502,5767,0.0,0.584236510765096
503,5767,0.0,0.584236510765096
504,5767,0.0,0.584236510765096
505,5767,0.0,0.584236510765096
506,10150,49135.088742562526,0.6700281425891182
507,10150,49135.088742562526,0.6700281425891182
508,5767,0.0,0.584236510765096
509,5767,0.0,0.584236510765096
510,10086,464219.7849398087,0.6685945439957208
511,5767,0.0,0.584236510765096
512,5767,0.0,0.584236510765096
513,5767,0.0,0.584236510765096
514,5767,0.0,0.584236510765096
515,5767,0.0,0.584236510765096
516,5767,0.0,0.584236510765096
517,10150,49135.088742562526,0.6700281425891182
518,5767,0.0,0.584236510765096
519,5767,0.0,0.584236510765096
520,5767,0.0,0.584236510765096
521,10150,49135.088742562526,0.6700281425891182
522,5767,0.0,0.584236510765096
523,5767,0.0,0.584236510765096
524,5767,0.0,0.584236510765096
525,5767,0.0,0.584236510765096
526,11562,53714.17594207161,0.7032986355324237
527,5767,0.0,0.584236510765096
528,5767,0.0,0.584236510765096
529,5767,0.0,0.584236510765096
530,5767,0.0,0.584236510765096
531,5767,0.0,0.584236510765096
532,5767,0.0,0.584236510765096
533,11562,53714.17594207161,0.7032986355324237
534,5767,0.0,0.584236510765096
535,5767,0.0,0.584236510765096
536,5767,0.0,0.584236510765096
537,5767,0.0,0.584236510765096
538,11562,53714.17594207161,0.7032986355324237
539,5767,0.0,0.584236510765096
540,5767,0.0,0.584236510765096
541,11562,53714.17594207161,0.7032986355324237
542,5767,0.0,0.584236510765096
543,10150,49135.088742562526,0.6700281425891182
544,11562,53714.17594207161,0.7032986355324237
545,5767,0.0,0.584236510765096
546,5767,0.0,0.584236510765096
547,5767,0.0,0.584236510765096
548,5767,0.0,0.584236510765096
549,10150,49135.088742562526,0.6700281425891182
550,5767,0.0,0.584236510765096
551,10150,49135.088742562526,0.6700281425891182
552,5767,0.0,0.584236510765096
553,10150,49135.088742562526,0.6700281425891182
554,5767,0.0,0.584236510765096
555,5767,0.0,0.584236510765096
556,5767,0.0,0.584236510765096
557,5767,0.0,0.584236510765096
558,5767,0.0,0.584236510765096
559,5767,0.0,0.584236510765096
560,11562,53714.17594207161,0.7032986355324237
561,15730,175926.02405472158,0.8240893357507829
562,5767,0.0,0.584236510765096
563,5767,0.0,0.584236510765096
564,5767,0.0,0.584236510765096
565,5767,0.0,0.584236510765096
566,5767,0.0,0.584236510765096
567,5767,0.0,0.584236510765096
568,14432,938288.6112253726,0.7822498630994289
569,5767,0.0,0.584236510765096
570,5767,0.0,0.584236510765096
571,5767,0.0,0.584236510765096
572,10150,49135.088742562526,0.6700281425891182
573,11562,53714.17594207161,0.7032986355324237
574,5767,0.0,0.584236510765096
575,5767,0.0,0.584236510765096
576,5767,0.0,0.584236510765096
577,5767,0.0,0.584236510765096
578,11562,53714.17594207161,0.7032986355324237
579,5767,0.0,0.584236510765096
580,11562,53714.17594207161,0.7032986355324237
581,5767,0.0,0.584236510765096
582,5767,0.0,0.584236510765096
583,5767,0.0,0.584236510765096
584,5767,0.0,0.584236510765096
585,5767,0.0,0.584236510765096
586,5767,0.0,0.584236510765096
587,5767,0.0,0.584236510765096
588,5767,0.0,0.584236510765096
589,5767,0.0,0.584236510765096
590,5767,0.0,0.584236510765096
591,5767,0.0,0.584236510765096
592,5767,0.0,0.584236510765096
593,5767,0.0,0.584236510765096
594,5767,0.0,0.584236510765096
595,11562,53714.17594207161,0.7032986355324237
596,15730,175926.02405472158,0.8240893357507829
597,5767,0.0,0.584236510765096
598,5767,0.0,0.584236510765096
599,11562,53714.17594207161,0.7032986355324237
600,5767,0.0,0.584236510765096
601,5767,0.0,0.584236510765096
602,5767,0.0,0.584236510765096
603,5767,0.0,0.584236510765096
604,5767,0.0,0.584236510765096
605,5767,0.0,0.584236510765096
606,5767,0.0,0.584236510765096
607,5767,0.0,0.584236510765096
608,5767,0.0,0.584236510765096
609,5767,0.0,0.584236510765096
610,5767,0.0,0.584236510765096
611,5767,0.0,0.584236510765096
612,5767,0.0,0.584236510765096
613,5767,0.0,0.584236510765096
614,5767,0.0,0.584236510765096
615,5767,0.0,0.584236510765096
616,5767,0.0,0.584236510765096
617,5767,0.0,0.584236510765096
618,5767,0.0,0.584236510765096
619,5767,0.0,0.584236510765096
620,10150,49135.088742562526,0.6700281425891182
621,5767,0.0,0.584236510765096
622,5767,0.0,0.584236510765096
623,5767,0.0,0.584236510765096
624,10150,49135.088742562526,0.6700281425891182
625,5767,0.0,0.584236510765096
626,5767,0.0,0.584236510765096
627,5767,0.0,0.584236510765096
628,5767,0.0,0.584236510765096
629,5767,0.0,0.584236510765096
630,5767,0.0,0.584236510765096
631,5767,0.0,0.584236510765096
632,5767,0.0,0.584236510765096
633,5767,0.0,0.584236510765096
634,10150,49135.088742562526,0.6700281425891182
635,5767,0.0,0.584236510765096
636,5767,0.0,0.584236510765096
637,5767,0.0,0.584236510765096
638,5767,0.0,0.584236510765096
639,5767,0.0,0.584236510765096
640,5767,0.0,0.584236510765096
641,5767,0.0,0.584236510765096
642,11562,53714.17594207161,0.7032986355324237
643,5767,0.0,0.584236510765096
644,5767,0.0,0.584236510765096
645,5767,0.0,0.584236510765096
646,5767,0.0,0.584236510765096
647,5767,0.0,0.584236510765096
648,5767,0.0,0.584236510765096
649,10150,49135.088742562526,0.6700281425891182
650,5767,0.0,0.584236510765096
651,5767,0.0,0.584236510765096
652,5767,0.0,0.584236510765096
653,5767,0.0,0.584236510765096
654,5767,0.0,0.584236510765096
655,5767,0.0,0.584236510765096
656,5767,0.0,0.584236510765096
657,5767,0.0,0.584236510765096
658,5767,0.0,0.584236510765096
659,11562,53714.17594207161,0.7032986355324237
660,5767,0.0,0.584236510765096
661,10150,49135.088742562526,0.6700281425891182
662,5767,0.0,0.584236510765096
663,5767,0.0,0.584236510765096
664,5767,0.0,0.584236510765096
665,11562,53714.17594207161,0.7032986355324237
666,5767,0.0,0.584236510765096
667,5767,0.0,0.584236510765096
668,15730,175926.02405472158,0.8240893357507829
669,5767,0.0,0.584236510765096
670,5767,0.0,0.584236510765096
671,11562,53714.17594207161,0.7032986355324237
672,5767,0.0,0.584236510765096
673,5767,0.0,0.584236510765096
674,5767,0.0,0.584236510765096
675,5767,0.0,0.584236510765096
676,5767,0.0,0.584236510765096
677,10150,49135.088742562526,0.6700281425891182
678,10150,49135.088742562526,0.6700281425891182
679,5767,0.0,0.584236510765096
680,5767,0.0,0.584236510765096
681,5767,0.0,0.584236510765096
682,5767,0.0,0.584236510765096
683,5767,0.0,0.584236510765096
684,5767,0.0,0.584236510765096
685,5767,0.0,0.584236510765096
686,5767,0.0,0.584236510765096
687,5767,0.0,0.584236510765096
688,11562,53714.17594207161,0.7032986355324237
689,5767,0.0,0.584236510765096
690,5767,0.0,0.584236510765096
691,5767,0.0,0.584236510765096
692,5767,0.0,0.584236510765096
693,5767,0.0,0.584236510765096
694,5767,0.0,0.584236510765096
695,5767,0.0,0.584236510765096
696,5767,0.0,0.584236510765096
697,5767,0.0,0.584236510765096
698,5767,0.0,0.584236510765096
699,5767,0.0,0.584236510765096
700,5767,0.0,0.584236510765096
701,5767,0.0,0.584236510765096
702,10150,49135.088742562526,0.6700281425891182
703,5767,0.0,0.584236510765096
704,5767,0.0,0.584236510765096
705,5767,0.0,0.584236510765096
706,10150,49135.088742562526,0.6700281425891182
707,11562,53714.17594207161,0.7032986355324237
708,5767,0.0,0.584236510765096
709,11562,53714.17594207161,0.7032986355324237
710,5767,0.0,0.584236510765096
711,5767,0.0,0.584236510765096
712,11562,53714.17594207161,0.7032986355324237
713,5767,0.0,0.584236510765096
714,5767,0.0,0.584236510765096
715,15730,175926.02405472158,0.8240893357507829
716,5767,0.0,0.584236510765096
717,5767,0.0,0.584236510765096
718,5767,0.0,0.584236510765096
719,5767,0.0,0.584236510765096
720,5767,0.0,0.584236510765096
721,5767,0.0,0.584236510765096
722,5767,0.0,0.584236510765096
723,5767,0.0,0.584236510765096
724,10150,49135.088742562526,0.6700281425891182
725,10150,49135.088742562526,0.6700281425891182
726,5767,0.0,0.584236510765096
727,5767,0.0,0.584236510765096
728,5767,0.0,0.584236510765096
729,5767,0.0,0.584236510765096
730,5767,0.0,0.584236510765096
731,5767,0.0,0.584236510765096
732,5767,0.0,0.584236510765096
733,5767,0.0,0.584236510765096
734,5767,0.0,0.584236510765096
735,10086,464219.7849398087,0.6685945439957208
736,11562,53714.17594207161,0.7032986355324237
737,5767,0.0,0.584236510765096
738,10150,49135.088742562526,0.6700281425891182
739,5767,0.0,0.584236510765096
740,11562,53714.17594207161,0.7032986355324237
741,5767,0.0,0.584236510765096
742,5767,0.0,0.584236510765096
743,5767,0.0,0.584236510765096
744,5767,0.0,0.584236510765096
745,5767,0.0,0.584236510765096
746,5767,0.0,0.584236510765096
747,5767,0.0,0.584236510765096
748,5767,0.0,0.584236510765096
749,5767,0.0,0.584236510765096
750,10150,49135.088742562526,0.6700281425891182
751,11562,53714.17594207161,0.7032986355324237
752,5767,0.0,0.584236510765096
753,5767,0.0,0.584236510765096
754,5767,0.0,0.584236510765096
755,5767,0.0,0.584236510765096
756,5767,0.0,0.584236510765096
757,5767,0.0,0.584236510765096
758,5767,0.0,0.584236510765096
759,10150,49135.088742562526,0.6700281425891182
760,5767,0.0,0.584236510765096
761,5767,0.0,0.584236510765096
762,5767,0.0,0.584236510765096
763,5767,0.0,0.584236510765096
764,5767,0.0,0.584236510765096
765,5767,0.0,0.584236510765096
766,5767,0.0,0.584236510765096
767,5767,0.0,0.584236510765096
768,5767,0.0,0.584236510765096
769,5767,0.0,0.584236510765096
770,5767,0.0,0.584236510765096
771,5767,0.0,0.584236510765096
772,11562,53714.17594207161,0.7032986355324237
773,5767,0.0,0.584236510765096
774,5767,0.0,0.584236510765096
775,5767,0.0,0.584236510765096
776,5767,0.0,0.584236510765096
777,5767,0.0,0.584236510765096
